length,num_lines,avg_line_length,alpha_ratio,digit_ratio,space_ratio,special_char_ratio,avg_indent,indent_variance,max_indent,avg_identifier_length,max_identifier_length,num_unique_identifiers,identifier_diversity,single_letter_var_ratio,has_comments,num_hash_comments,num_slashslash_comments,has_def,has_class,has_import,has_from,has_if,has_else,has_elif,has_for,has_while,has_try,has_except,has_return,has_lambda,has_with,num_brackets,num_operators,num_comparisons,line_length_variance,max_line_length,num_blank_lines,blank_line_ratio,max_nesting,num_single_quotes,num_double_quotes,string_quote_ratio,label,language,generator
488,20,24.4,0.4385245901639344,0.01639344262295082,0.42008196721311475,0.125,6.666666666666667,14.222222222222221,12,4.196078431372549,16,27,0.5294117647058824,0.17647058823529413,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,15,9,1,342.34749999999997,82,5,0.25,3,0,0,0.0,1,Python,Qwen/Qwen2.5-Coder-1.5B
1318,46,28.652173913043477,0.5614567526555387,0.06449165402124431,0.24051593323216997,0.13353566009104703,0.13513513513513514,0.4411979547114683,4,3.2576419213973797,14,60,0.26200873362445415,0.2925764192139738,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,29,71,6,1347.3067107750471,157,9,0.1956521739130435,1,0,0,0.0,1,Python,Qwen/Qwen2.5-Coder-7B-Instruct
614,17,36.11764705882353,0.41205211726384366,0.030944625407166124,0.36319218241042345,0.19381107491856678,6.823529411764706,20.26297577854671,12,2.3518518518518516,6,22,0.2037037037037037,0.5185185185185185,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,35,15,12,1270.6159169550174,149,0,0.0,3,0,0,0.0,1,Python,Qwen/Qwen2.5-Coder-7B-Instruct
2721,101,26.940594059405942,0.5986769570011026,0.021683204704152886,0.1969864020580669,0.18265343623667768,2.926829268292683,3.4092801903628787,7,5.886524822695035,37,91,0.32269503546099293,0.06382978723404255,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,118,70,18,749.8094304479953,152,19,0.18811881188118812,1,2,18,0.1111111111111111,1,Java,deepseek-ai/deepseek-coder-1.3b-base
489,25,19.56,0.5255623721881391,0.0,0.3721881390593047,0.10224948875255624,5.894736842105263,12.409972299168976,12,4.745454545454545,11,24,0.43636363636363634,0.0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,10,0,0,111.76000000000002,36,6,0.24,3,0,0,0.0,1,Python,codellama/CodeLlama-70b-Instruct-hf
457,22,20.772727272727273,0.5601750547045952,0.02188183807439825,0.26914660831509846,0.1487964989059081,2.6315789473684212,1.8116343490304712,5,4.063492063492063,20,29,0.4603174603174603,0.19047619047619047,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18,8,2,168.60330578512392,51,3,0.13636363636363635,0,0,0,0.0,0,Python,human
326,21,15.523809523809524,0.4785276073619632,0.05521472392638037,0.24539877300613497,0.22085889570552147,0.75,0.9875,3,2.8363636363636364,6,20,0.36363636363636365,0.38181818181818183,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,4,4,82.05442176870748,33,1,0.047619047619047616,0,0,0,0.0,0,Python,human
174,7,24.857142857142858,0.5172413793103449,0.005747126436781609,0.3448275862068966,0.13218390804597702,5.142857142857143,12.408163265306124,12,4.0,8,13,0.5416666666666666,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,4,2,1,114.0,48,0,0.0,3,0,0,0.0,1,Python,Qwen/Qwen2.5-Coder-32B-Instruct
1015,57,17.80701754385965,0.5113300492610837,0.022660098522167486,0.22364532019704433,0.24236453201970443,0.0,0.0,0,2.869565217391304,8,33,0.1793478260869565,0.22826086956521738,1,0,4,1,0,0,0,1,0,0,1,1,0,0,1,0,0,49,28,15,116.39027393044016,60,3,0.05263157894736842,0,0,12,0.0,1,Python,meta-llama/Llama-3.2-3B
121,6,20.166666666666668,0.6115702479338843,0.0,0.256198347107438,0.1322314049586777,2.6666666666666665,8.888888888888891,8,6.166666666666667,26,11,0.9166666666666666,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,436.22222222222234,61,0,0.0,2,0,0,0.0,1,Java,deepseek-ai/deepseek-coder-6.7b-instruct
186,8,23.25,0.6612903225806451,0.005376344086021506,0.17204301075268819,0.16129032258064516,2.2857142857142856,8.489795918367347,8,6.45,23,11,0.55,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,217.484375,44,1,0.125,2,0,0,0.0,1,Python,01-ai/Yi-Coder-9B-Chat
263,8,32.875,0.6311787072243346,0.0,0.20912547528517111,0.1596958174904943,2.857142857142857,3.26530612244898,4,4.073170731707317,14,26,0.6341463414634146,0.17073170731707318,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,236.75,57,1,0.125,1,0,0,0.0,1,Python,Qwen/Qwen2.5-Coder-7B-Instruct
246,14,17.571428571428573,0.45121951219512196,0.052845528455284556,0.1991869918699187,0.2967479674796748,0.6153846153846154,0.3905325443786982,2,2.642857142857143,6,19,0.4523809523809524,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,5,0,134.37244897959184,46,1,0.07142857142857142,0,0,0,0.0,0,Python,human
171,12,14.25,0.52046783625731,0.023391812865497075,0.24561403508771928,0.21052631578947367,0.18181818181818182,0.14876033057851237,1,2.696969696969697,6,18,0.5454545454545454,0.42424242424242425,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,10,3,2,85.05555555555556,35,1,0.08333333333333333,0,0,0,0.0,0,Python,human
349,21,16.61904761904762,0.498567335243553,0.022922636103151862,0.2808022922636103,0.1977077363896848,1.05,0.5475000000000001,3,2.9,7,26,0.43333333333333335,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,4,4,34.6031746031746,29,1,0.047619047619047616,0,6,0,6.0,0,Python,human
295,10,29.5,0.5254237288135594,0.01694915254237288,0.17288135593220338,0.2847457627118644,0.2222222222222222,0.1728395061728395,1,3.4444444444444446,8,19,0.4222222222222222,0.2222222222222222,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22,14,0,444.84,70,1,0.1,0,6,0,6.0,0,Python,human
1210,52,23.26923076923077,0.515702479338843,0.023140495867768594,0.24710743801652893,0.2140495867768595,3.7,13.11,8,5.188976377952756,18,57,0.44881889763779526,0.23622047244094488,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,31,85,6,402.12832840236695,70,12,0.23076923076923078,2,13,5,2.6,1,Python,microsoft/Phi-3-small-8k-instruct
2925,142,20.598591549295776,0.5825641025641025,0.011965811965811967,0.20034188034188033,0.20512820512820512,2.576923076923077,6.4363905325443795,8,4.665809768637532,14,69,0.17737789203084833,0.14395886889460155,1,17,14,1,0,1,0,1,0,1,1,0,0,0,1,0,0,81,115,19,327.3374330489982,75,38,0.2676056338028169,2,22,20,1.1,1,Python,bigcode/starcoder
2290,94,24.361702127659573,0.36681222707423583,0.04759825327510917,0.38471615720524016,0.20087336244541484,6.863636363636363,35.163223140495866,24,2.9310344827586206,9,72,0.2482758620689655,0.35172413793103446,1,5,4,1,0,0,0,1,0,1,1,1,0,0,1,0,0,120,48,16,243.1273200543232,78,6,0.06382978723404255,6,2,0,2.0,1,Python,01-ai/Yi-Coder-1.5B
305,15,20.333333333333332,0.4557377049180328,0.003278688524590164,0.23278688524590163,0.3081967213114754,0.5714285714285714,0.5306122448979592,2,2.171875,6,21,0.328125,0.46875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,1,6,612.9066666666664,109,1,0.06666666666666667,0,18,0,18.0,0,Python,human
1229,39,31.512820512820515,0.5565500406834825,0.02115541090317331,0.2676973148901546,0.15459723352318958,3.375,11.109375,12,3.8369565217391304,18,79,0.42934782608695654,0.2391304347826087,1,7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,41,9,3,880.8639053254435,112,7,0.1794871794871795,3,28,0,28.0,1,Python,Qwen/Qwen2.5-Coder-1.5B
1895,86,22.03488372093023,0.44379947229551453,0.03535620052770449,0.3007915567282322,0.22005277044854882,2.011904761904762,1.3212868480725621,5,2.729299363057325,11,66,0.21019108280254778,0.3343949044585987,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,99,73,18,113.7187669010276,51,2,0.023255813953488372,0,0,0,0.0,0,Python,human
3283,130,25.253846153846155,0.36643314042034725,0.04447151995126409,0.3904964971063052,0.19859884252208346,7.3931623931623935,40.4266199137994,34,3.4759206798866855,22,91,0.2577903682719547,0.38243626062322944,1,3,2,1,1,0,0,1,1,1,1,1,0,0,1,0,0,114,51,24,227.31621301775147,79,13,0.1,8,39,68,0.5735294117647058,1,Python,meta-llama/Llama-3.2-3B
173,10,17.3,0.47398843930635837,0.023121387283236993,0.2254335260115607,0.2774566473988439,0.5555555555555556,0.2469135802469136,1,2.342857142857143,6,16,0.45714285714285713,0.5428571428571428,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,6,0,74.04,36,1,0.1,0,0,0,0.0,0,Python,human
349,20,17.45,0.48424068767908307,0.025787965616045846,0.32664756446991405,0.16332378223495703,2.1052631578947367,1.7783933518005541,4,3.207547169811321,6,20,0.37735849056603776,0.22641509433962265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,6,7,62.75,38,1,0.05,0,0,0,0.0,0,Python,human
326,17,19.176470588235293,0.6196319018404908,0.015337423312883436,0.15950920245398773,0.20552147239263804,0.4375,0.37109375,2,4.04,8,22,0.44,0.3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,1,1,82.06228373702422,34,1,0.058823529411764705,0,4,0,4.0,0,Python,human
1158,46,25.17391304347826,0.5880829015544041,0.022452504317789293,0.30310880829015546,0.08635578583765112,4.4324324324324325,10.191380569758952,12,4.245398773006135,11,67,0.4110429447852761,0.024539877300613498,1,8,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,16,0,4,533.6356332703214,90,9,0.1956521739130435,3,0,20,0.0,1,Python,meta-llama/Llama-3.3-70B-Instruct
187,10,18.7,0.40641711229946526,0.016042780748663103,0.27807486631016043,0.2994652406417112,0.5555555555555556,0.46913580246913583,2,2.0,5,16,0.42105263157894735,0.6052631578947368,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,11,1,139.56,38,1,0.1,0,2,0,2.0,0,Python,human
179,10,17.9,0.48044692737430167,0.0,0.3575418994413408,0.16201117318435754,4.0,7.111111111111111,8,2.9655172413793105,8,18,0.6206896551724138,0.3793103448275862,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,1,128.2,34,1,0.1,2,0,4,0.0,1,Python,microsoft/Phi-3-medium-4k-instruct
1573,54,29.12962962962963,0.30324221233312143,0.019707565162110616,0.45581691036236494,0.22123331214240305,10.148148148148149,30.64471879286695,20,2.601063829787234,15,51,0.2712765957446808,0.48404255319148937,1,3,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,72,29,38,262.0891632373113,74,0,0.0,5,26,4,6.5,0,C++,human
203,12,16.916666666666668,0.42857142857142855,0.009852216748768473,0.3251231527093596,0.23645320197044334,3.6,7.840000000000001,8,3.2758620689655173,8,17,0.5862068965517241,0.3103448275862069,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12,2,2,93.66666666666667,30,2,0.16666666666666666,2,2,2,1.0,1,Python,bigcode/starcoder
219,19,11.526315789473685,0.4018264840182648,0.0228310502283105,0.3287671232876712,0.2465753424657534,0.7777777777777778,0.617283950617284,2,1.9555555555555555,5,16,0.35555555555555557,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,6,1,23.822714681440445,22,1,0.05263157894736842,0,4,0,4.0,0,Python,human
243,15,16.2,0.42386831275720166,0.04938271604938271,0.2880658436213992,0.23868312757201646,1.5,0.8214285714285714,3,3.21875,7,17,0.53125,0.28125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,5,5,87.39555555555556,43,1,0.06666666666666667,0,8,0,8.0,0,Python,human
458,22,20.818181818181817,0.5851528384279476,0.017467248908296942,0.20087336244541484,0.1965065502183406,2.2,1.6600000000000001,4,4.123076923076923,7,18,0.27692307692307694,0.12307692307692308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,146.20867768595042,36,2,0.09090909090909091,0,6,0,6.0,0,Python,human
784,28,28.0,0.6160714285714286,0.003826530612244898,0.25255102040816324,0.12755102040816327,4.545454545454546,19.338842975206614,12,6.37037037037037,20,37,0.4567901234567901,0.12345679012345678,1,5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,14,7,1,383.03443877551024,62,6,0.21428571428571427,3,0,0,0.0,1,Python,Qwen/Qwen2.5-Coder-7B-Instruct
151,10,15.1,0.44370860927152317,0.033112582781456956,0.24503311258278146,0.2781456953642384,0.2222222222222222,0.1728395061728395,1,2.310344827586207,5,15,0.5172413793103449,0.4827586206896552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,8,0,109.75999999999999,35,1,0.1,0,0,0,0.0,0,Python,human
358,15,23.866666666666667,0.2569832402234637,0.030726256983240222,0.553072625698324,0.15921787709497207,9.333333333333334,29.15555555555556,16,3.576923076923077,8,13,0.5,0.2692307692307692,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,10,8,3,140.32888888888888,45,0,0.0,4,0,8,0.0,0,Java,human
775,43,18.023255813953487,0.4670967741935484,0.03225806451612903,0.33548387096774196,0.16516129032258065,2.880952380952381,3.2477324263038545,6,2.896,6,34,0.272,0.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,7,5,71.34667387777176,41,1,0.023255813953488372,0,0,0,0.0,0,Python,human
1087,30,36.233333333333334,0.6642134314627415,0.00827966881324747,0.24103035878564857,0.08647654093836246,4.444444444444445,9.876543209876543,8,5.72093023255814,45,82,0.6356589147286822,0.03875968992248062,1,9,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,15,4,2,674.3288888888889,107,3,0.1,2,2,12,0.16666666666666666,1,Python,microsoft/Phi-3-mini-4k-instruct
394,21,18.761904761904763,0.4086294416243655,0.03553299492385787,0.29441624365482233,0.2614213197969543,1.55,0.5475000000000001,3,2.2816901408450705,6,22,0.30985915492957744,0.352112676056338,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,12,6,233.01133786848072,69,1,0.047619047619047616,0,4,0,4.0,0,Python,human
1241,132,9.401515151515152,0.33199033037872683,0.04915390813859791,0.10797743755036261,0.5108783239323127,0.0,0.0,0,1.180515759312321,6,3,0.008595988538681949,0.9598853868194842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,127.43870523415978,36,15,0.11363636363636363,0,0,0,0.0,1,Python,meta-llama/Llama-3.2-1B
2274,67,33.940298507462686,0.3007915567282322,0.032541776605101144,0.3698328935795954,0.29683377308707126,1.5344827586206897,20.835017835909632,32,4.089041095890411,63,57,0.3904109589041096,0.3561643835616438,1,54,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,82,183,7,885.9233682334597,133,9,0.13432835820895522,19,8,23,0.34782608695652173,1,Python,bigcode/starcoder2-3b
1872,80,23.4,0.36378205128205127,0.08173076923076923,0.3018162393162393,0.25267094017094016,3.4782608695652173,37.52488972904851,28,2.789090909090909,32,81,0.29454545454545455,0.3563636363636364,1,6,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,122,33,4,434.39234374999995,94,11,0.1375,7,0,68,0.0,1,Python,microsoft/Phi-3-medium-4k-instruct
490,29,16.896551724137932,0.3163265306122449,0.10204081632653061,0.31020408163265306,0.2714285714285714,1.5357142857142858,0.32015306122448983,2,2.6440677966101696,7,17,0.288135593220339,0.4067796610169492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,16,12,84.82282996432818,44,1,0.034482758620689655,0,0,0,0.0,0,Python,human
590,33,17.87878787878788,0.49491525423728816,0.04406779661016949,0.2559322033898305,0.20508474576271185,1.2580645161290323,1.0301768990634752,3,3.3295454545454546,17,31,0.3522727272727273,0.26136363636363635,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,33,10,10,133.77961432506888,57,2,0.06060606060606061,0,0,0,0.0,0,Python,human
264,22,12.0,0.42803030303030304,0.045454545454545456,0.29924242424242425,0.22727272727272727,0.7142857142857143,0.6802721088435372,2,2.32,6,22,0.44,0.38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,8,2,32.497933884297524,25,1,0.045454545454545456,0,0,0,0.0,0,Python,human
247,13,19.0,0.5182186234817814,0.020242914979757085,0.26720647773279355,0.19433198380566802,2.5454545454545454,9.520661157024795,8,4.0,19,18,0.5454545454545454,0.36363636363636365,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,12,5,1,120.84023668639053,35,2,0.15384615384615385,2,0,0,0.0,1,Python,codellama/CodeLlama-70b-Instruct-hf
213,15,14.2,0.4788732394366197,0.009389671361502348,0.3051643192488263,0.20657276995305165,4.0,8.0,8,3.1875,5,18,0.5625,0.125,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,1,2,235.92888888888885,45,7,0.4666666666666667,2,0,0,0.0,0,Python,human
138,6,23.0,0.5144927536231884,0.021739130434782608,0.18840579710144928,0.2753623188405797,0.8,2.5600000000000005,4,2.6666666666666665,5,13,0.48148148148148145,0.37037037037037035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,180.80555555555554,38,1,0.16666666666666666,1,0,0,0.0,1,Python,codellama/CodeLlama-7b-hf
1868,52,35.92307692307692,0.6204496788008566,0.009635974304068522,0.2987152034261242,0.07119914346895075,5.853658536585366,23.490779298036884,16,4.4884615384615385,16,92,0.35384615384615387,0.046153846153846156,1,8,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,15,12,6,1103.7851331360946,156,11,0.21153846153846154,4,6,0,6.0,1,Python,01-ai/Yi-Coder-9B-Chat
756,31,24.387096774193548,0.4933862433862434,0.018518518518518517,0.28835978835978837,0.19973544973544974,3.074074074074074,1.47599451303155,5,2.968503937007874,14,24,0.1889763779527559,0.4566929133858268,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,8,8,286.82414151925076,72,4,0.12903225806451613,0,2,0,2.0,0,Python,human
407,17,23.941176470588236,0.5749385749385749,0.007371007371007371,0.25307125307125306,0.16461916461916462,3.0,13.666666666666666,12,5.191489361702128,23,24,0.5106382978723404,0.2978723404255319,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,14,1,1,296.11764705882354,50,5,0.29411764705882354,3,2,0,2.0,1,Python,microsoft/Phi-3.5-mini-instruct
904,37,24.43243243243243,0.5586283185840708,0.01991150442477876,0.2809734513274336,0.1404867256637168,2.8846153846153846,11.102071005917157,12,3.8045112781954886,13,53,0.39849624060150374,0.2706766917293233,1,8,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,29,14,2,314.7348429510592,59,11,0.2972972972972973,0,0,4,0.0,1,Python,meta-llama/Llama-3.2-1B
79,8,9.875,0.569620253164557,0.0,0.189873417721519,0.24050632911392406,0.0,0.0,0,2.6470588235294117,7,8,0.47058823529411764,0.5882352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16.5,15,1,0.125,0,0,0,0.0,1,Python,meta-llama/Llama-3.1-8B
359,21,17.095238095238095,0.467966573816156,0.04178272980501393,0.30362116991643456,0.18662952646239556,2.0,1.0,4,3.3846153846153846,5,21,0.40384615384615385,0.21153846153846154,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,1,52.979591836734684,29,1,0.047619047619047616,0,4,0,4.0,0,Python,human
383,17,22.529411764705884,0.2845953002610966,0.007832898172323759,0.5456919060052219,0.1618798955613577,8.470588235294118,11.07266435986159,12,2.1153846153846154,6,19,0.36538461538461536,0.5576923076923077,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10,10,4,75.06574394463667,43,0,0.0,3,0,0,0.0,1,Python,01-ai/Yi-Coder-1.5B-Chat
262,13,20.153846153846153,0.4732824427480916,0.011450381679389313,0.37404580152671757,0.14122137404580154,5.0,13.666666666666666,12,4.129032258064516,20,17,0.5483870967741935,0.3870967741935484,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6,6,1,87.40828402366864,33,1,0.07692307692307693,3,0,0,0.0,1,Python,codellama/CodeLlama-34b-Instruct-hf
1175,58,20.25862068965517,0.37361702127659574,0.06382978723404255,0.35319148936170214,0.2093617021276596,3.25,2.8660714285714284,6,2.413793103448276,8,46,0.22660098522167488,0.3497536945812808,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,64,21,11,129.26872770511298,58,2,0.034482758620689655,0,0,0,0.0,0,Python,human
580,20,29.0,0.5396551724137931,0.017241379310344827,0.18620689655172415,0.25689655172413794,0.5625,0.37109375,2,3.2637362637362637,18,36,0.3956043956043956,0.2857142857142857,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,40,12,4,613.8475000000001,93,4,0.2,0,20,0,20.0,0,Python,human
